configName,workload,threads,target,actualTput,actualTput Total,averageLatency,operation,numOperations,minLatency,maxLatency,percentile95Latency,percentile99Latency
local,WA,64,40,39.45583823,2525.173647,731185.1527,READ,2410,2737,20777552,222,501
local,WA,64,80,79.44718004,5084.619522,193771.2596,READ,4754,2584,7290301,593,488
local,WA,64,120,119.3643847,7639.320618,134985.6966,READ,7123,2561,8233177,262,733
local,WA,64,160,159.3731323,10199.88047,191277.4119,READ,9645,2445,9083106,335,0
local,WA,64,200,199.4133923,12762.45711,152822.3972,READ,12048,2467,16323344,233,530
local,WA,64,240,195.6827493,12523.69596,282810.0478,READ,14329,2322,21404735,590,547
local,WA,64,280,271.1142311,17351.31079,141722.6106,READ,16634,2594,10056586,258,492
local,WA,64,320,291.2024995,18636.95997,158383.8643,READ,19145,2517,10227339,240,488
local,WA,64,360,341.1944967,21836.44779,177336.4599,READ,21679,3136,8140748,222,551
local,WA,64,400,291.1137527,18631.28017,223541.1968,READ,23817,2463,30457151,221,519
local,WA,64,40,39.45583823,2525.173647,715886.4071,UPDATE,2390,3182,20991697,0,0
local,WA,64,80,79.44718004,5084.619522,213250.3163,UPDATE,4846,2898,7227804,617,0
local,WA,64,120,119.3643847,7639.320618,156602.5744,UPDATE,7277,2585,8449303,280,0
local,WA,64,160,159.3731323,10199.88047,186519.6494,UPDATE,9555,2592,9087466,326,0
local,WA,64,200,199.4133923,12762.45711,159380.0642,UPDATE,11952,2487,16304137,227,547
local,WA,64,240,195.6827493,12523.69596,274063.4269,UPDATE,14471,2465,21082004,610,0
local,WA,64,280,271.1142311,17351.31079,148487.2701,UPDATE,16966,2951,10065870,267,525
local,WA,64,320,291.2024995,18636.95997,163052.3005,UPDATE,19255,2570,10232378,236,545
local,WA,64,360,341.1944967,21836.44779,176657.261,UPDATE,21521,3924,8128313,222,501
local,WA,64,400,291.1137527,18631.28017,214133.5615,UPDATE,24183,2693,30450218,222,488
