configName,workload,threads,target,actualTput,actualTput Total,averageLatency,operation,numOperations,minLatency,maxLatency,percentile95Latency,percentile99Latency
local,WA,16,10,9.98399565496509,159.74393047944145,9762.223678902783,READ,4958.0,1938.0,676991.0,16.0,106.0
local,WA,16,10,9.98399565496509,159.74393047944145,6.625,CLEANUP,16.0,2.0,20.0,0.0,0.0
local,WA,16,10,9.98399565496509,159.74393047944145,9556.30602935343,UPDATE,5042.0,1979.0,599810.0,18.0,85.0
local,WA,16,100,99.81833063823841,1597.0932902118145,9469.672285771623,READ,4983.0,1847.0,1031940.0,20.0,71.0
local,WA,16,100,99.81833063823841,1597.0932902118145,1.75,CLEANUP,16.0,0.0,9.0,0.0,0.0
local,WA,16,100,99.81833063823841,1597.0932902118145,9879.908909706995,UPDATE,5017.0,1863.0,1050843.0,20.0,59.0
local,WA,16,110,109.79479353089077,1756.7166964942523,10145.606223818073,READ,5013.0,1932.0,839612.0,25.0,61.0
local,WA,16,110,109.79479353089077,1756.7166964942523,2.0,CLEANUP,16.0,0.0,6.0,0.0,0.0
local,WA,16,110,109.79479353089077,1756.7166964942523,11488.810707840385,UPDATE,4987.0,1922.0,839560.0,25.0,106.0
local,WA,16,120,119.78199676588609,1916.5119482541775,8452.292110018068,READ,4981.0,1868.0,692613.0,16.0,48.0
local,WA,16,120,119.78199676588609,1916.5119482541775,1.3125,CLEANUP,16.0,0.0,7.0,0.0,0.0
local,WA,16,120,119.78199676588609,1916.5119482541775,8098.00338712891,UPDATE,5019.0,1895.0,678246.0,15.0,48.0
local,WA,16,130,129.75890794903071,2076.1425271844914,7485.941268905913,READ,5091.0,1973.0,720672.0,14.0,44.0
local,WA,16,130,129.75890794903071,2076.1425271844914,3.5,CLEANUP,16.0,0.0,22.0,0.0,0.0
local,WA,16,130,129.75890794903071,2076.1425271844914,7945.3332654308415,UPDATE,4909.0,1962.0,728272.0,14.0,45.0
local,WA,16,140,139.7331097603577,2235.7297561657233,10444.734403209628,READ,4985.0,1884.0,710007.0,22.0,44.0
local,WA,16,140,139.7331097603577,2235.7297561657233,2.0625,CLEANUP,16.0,0.0,4.0,0.0,0.0
local,WA,16,140,139.7331097603577,2235.7297561657233,9878.993220338984,UPDATE,5015.0,1903.0,725947.0,22.0,45.0
local,WA,16,15,14.979882018449223,239.67811229518756,10510.855877616747,READ,4968.0,1977.0,716057.0,18.0,90.0
local,WA,16,15,14.979882018449223,239.67811229518756,9.5625,CLEANUP,16.0,2.0,93.0,0.0,0.0
local,WA,16,15,14.979882018449223,239.67811229518756,11920.10433227345,UPDATE,5032.0,2002.0,838707.0,21.0,125.0
local,WA,16,150,149.68715384845672,2394.9944615753075,9706.565747402079,READ,5004.0,1930.0,1254364.0,22.0,60.0
local,WA,16,150,149.68715384845672,2394.9944615753075,6.1875,CLEANUP,16.0,0.0,36.0,0.0,0.0
local,WA,16,150,149.68715384845672,2394.9944615753075,9232.421337069656,UPDATE,4996.0,2094.0,1255639.0,25.0,66.0
local,WA,16,160,159.64749832370126,2554.35997317922,9691.394512195122,READ,4920.0,2016.0,698338.0,26.0,58.0
local,WA,16,160,159.64749832370126,2554.35997317922,2.9375,CLEANUP,16.0,0.0,20.0,0.0,0.0
local,WA,16,160,159.64749832370126,2554.35997317922,10115.514566929134,UPDATE,5080.0,1948.0,708860.0,27.0,59.0
local,WA,16,170,169.70437497878694,2715.269999660591,14420.5207960199,READ,5025.0,2050.0,821329.0,37.0,65.0
local,WA,16,170,169.70437497878694,2715.269999660591,2.5625,CLEANUP,16.0,1.0,4.0,0.0,0.0
local,WA,16,170,169.70437497878694,2715.269999660591,13966.61809045226,UPDATE,4975.0,2344.0,829797.0,36.0,61.0
local,WA,16,180,179.61060421007255,2873.769667361161,13100.202096104409,READ,5057.0,2075.0,881071.0,35.0,59.0
local,WA,16,180,179.61060421007255,2873.769667361161,7.8125,CLEANUP,16.0,1.0,68.0,0.0,0.0
local,WA,16,180,179.61060421007255,2873.769667361161,12565.066558769979,UPDATE,4943.0,2349.0,887623.0,33.0,57.0
local,WA,16,190,189.6417667026986,3034.2682672431774,16441.00415348101,READ,5056.0,1968.0,880610.0,38.0,63.0
local,WA,16,190,189.6417667026986,3034.2682672431774,4.5,CLEANUP,16.0,0.0,28.0,0.0,0.0
local,WA,16,190,189.6417667026986,3034.2682672431774,16196.726739482201,UPDATE,4944.0,2018.0,868677.0,40.0,65.0
local,WA,16,20,19.968968223380866,319.50349157409386,13898.525928869461,READ,5033.0,2015.0,700191.0,24.0,199.0
local,WA,16,20,19.968968223380866,319.50349157409386,3.375,CLEANUP,16.0,1.0,5.0,0.0,0.0
local,WA,16,20,19.968968223380866,319.50349157409386,13860.516609623515,UPDATE,4967.0,2018.0,838910.0,26.0,166.0
local,WA,16,200,199.58486348395337,3193.357815743254,15864.03337330136,READ,5004.0,2017.0,1611667.0,48.0,85.0
local,WA,16,200,199.58486348395337,3193.357815743254,2.0625,CLEANUP,16.0,0.0,10.0,0.0,0.0
local,WA,16,200,199.58486348395337,3193.357815743254,15331.793634907926,UPDATE,4996.0,1977.0,1603702.0,46.0,83.0
local,WA,16,210,209.58209330594795,3353.313492895167,15427.18214716526,READ,4974.0,1926.0,1031183.0,43.0,65.0
local,WA,16,210,209.58209330594795,3353.313492895167,23.25,CLEANUP,16.0,2.0,160.0,0.0,0.0
local,WA,16,210,209.58209330594795,3353.313492895167,15662.376243533625,UPDATE,5026.0,1949.0,1036063.0,42.0,65.0
local,WA,16,220,219.5004170507924,3512.0066728126785,14426.132355894759,READ,4979.0,2028.0,1364045.0,41.0,74.0
local,WA,16,220,219.5004170507924,3512.0066728126785,6.25,CLEANUP,16.0,0.0,58.0,0.0,0.0
local,WA,16,220,219.5004170507924,3512.0066728126785,14906.94841665007,UPDATE,5021.0,2137.0,1370488.0,40.0,67.0
local,WA,16,230,229.42620506114207,3670.819280978273,17226.170089730807,READ,5015.0,1847.0,600404.0,45.0,92.0
local,WA,16,230,229.42620506114207,3670.819280978273,2.125,CLEANUP,16.0,0.0,29.0,0.0,0.0
local,WA,16,230,229.42620506114207,3670.819280978273,18330.133801404212,UPDATE,4985.0,1928.0,606024.0,47.0,106.0
local,WA,16,240,239.48080561343008,3831.6928898148813,15844.939956114104,READ,5013.0,2187.0,688827.0,45.0,84.0
local,WA,16,240,239.48080561343008,3831.6928898148813,2.0625,CLEANUP,16.0,0.0,5.0,0.0,0.0
local,WA,16,240,239.48080561343008,3831.6928898148813,15141.109685181471,UPDATE,4987.0,2082.0,669485.0,45.0,78.0
local,WA,16,25,24.959129425565635,399.34607080905016,11520.606534653465,READ,5050.0,1832.0,492561.0,24.0,157.0
local,WA,16,25,24.959129425565635,399.34607080905016,3.125,CLEANUP,16.0,1.0,7.0,0.0,0.0
