configName,workload,threads,target,actualTput,actualTput Total,averageLatency,operation,numOperations,minLatency,maxLatency,percentile95Latency,percentile99Latency
local,WrtConcern1,1,10,9.977550511,9.977550511,12725.82258,READ,310,3065,119243,29,69
local,WrtConcern1,1,20,19.97436623,19.97436623,13883.33277,READ,595,2596,263028,38,99
local,WrtConcern1,1,30,29.98850441,29.98850441,15719.0181,READ,884,2518,1390716,40,87
local,WrtConcern1,1,40,39.97534854,39.97534854,13184.85545,READ,1183,2521,1957658,32,73
local,WrtConcern1,1,50,49.95420864,49.95420864,14449.42876,READ,1495,2464,3570012,32,85
local,WrtConcern1,1,60,59.96801706,59.96801706,13930.41407,READ,1763,2476,3906837,27,76
local,WrtConcern1,1,70,69.94520959,69.94520959,11606.32041,READ,2063,2417,3760254,28,86
local,WrtConcern1,1,80,79.96001999,79.96001999,10827.15362,READ,2376,2388,4190496,27,91
local,WrtConcern1,1,90,89.941538,89.941538,7462.226885,READ,2693,2418,161392,22,74
local,WrtConcern1,1,100,99.970009,99.970009,9633.494198,READ,2930,2356,8734169,21,57
local,WrtConcern1,2,75,74.93006527,149.8601305,18165.4662,READ,2278,2456,9925574,21,126
local,WrtConcern1,2,100,99.85687182,199.7137436,10711.30659,READ,3004,2446,4354070,19,116
local,WrtConcern1,3,100,99.92006395,299.7601918,14018.55782,READ,3044,2497,8570946,34,124
local,WrtConcern1,4,100,86.30734044,345.2293618,24856.32054,READ,2970,2514,8592564,51,148
local,WrtConcern1,5,90,89.89212944,449.4606472,26611.50601,READ,2662,2513,4881418,75,168
local,WrtConcern1,5,100,99.92006395,499.6003197,20837.19535,READ,3056,2479,5365393,30,135
local,WrtConcern1,6,100,99.87681859,599.2609115,26359.35154,READ,3021,2709,7687768,50,137
local,WrtConcern1,7,100,99.83361065,698.8352745,32585.98663,READ,3067,2669,4314227,47,134
local,WrtConcern1,8,100,99.82862752,798.6290202,31916.71977,READ,3019,2544,4700656,53,173
local,WrtConcern1,9,100,99.77052779,897.9347501,36112.12082,READ,3021,2655,4506331,46,187
local,WrtConcern1,10,100,99.82530571,998.2530571,31673.71588,READ,3055,2793,8238314,46,106
local,WrtConcern1,1,10,9.977550511,9.977550511,19577.26207,UPDATE,290,3412,628264,53,115
local,WrtConcern1,1,20,19.97436623,19.97436623,19411.30744,UPDATE,605,2782,1826499,42,80
local,WrtConcern1,1,30,29.98850441,29.98850441,17730.07205,UPDATE,916,2626,2362221,41,89
local,WrtConcern1,1,40,39.97534854,39.97534854,14578.65653,UPDATE,1217,2824,2664532,32,78
local,WrtConcern1,1,50,49.95420864,49.95420864,13746.09502,UPDATE,1505,2598,2105874,33,81
local,WrtConcern1,1,60,59.96801706,59.96801706,10873.17529,UPDATE,1837,2581,144213,28,77
local,WrtConcern1,1,70,69.94520959,69.94520959,11067.14974,UPDATE,2137,2505,2656540,27,80
local,WrtConcern1,1,80,79.96001999,79.96001999,9779.154703,UPDATE,2424,2511,2664537,27,74
local,WrtConcern1,1,90,89.941538,89.941538,10809.07204,UPDATE,2707,2545,7670229,23,61
local,WrtConcern1,1,100,99.970009,99.970009,6979.584039,UPDATE,3070,2485,134942,23,58
local,WrtConcern1,2,75,74.93006527,149.8601305,9575.507651,UPDATE,2222,2625,197386,23,109
local,WrtConcern1,2,100,99.85687182,199.7137436,13466.84146,UPDATE,2996,2590,4353737,21,124
local,WrtConcern1,3,100,99.92006395,299.7601918,16807.67997,UPDATE,2956,2655,8534833,31,125
local,WrtConcern1,4,100,86.30734044,345.2293618,26128.25281,UPDATE,3030,2646,8578341,64,159
local,WrtConcern1,5,90,89.89212944,449.4606472,23406.31081,UPDATE,2738,2717,4880913,78,206
local,WrtConcern1,5,100,99.92006395,499.6003197,17883.04688,UPDATE,2944,2605,5372267,31,135
local,WrtConcern1,6,100,99.87681859,599.2609115,26429.4139,UPDATE,2979,2707,7686957,48,130
local,WrtConcern1,7,100,99.83361065,698.8352745,28623.03512,UPDATE,2933,2632,4308604,51,117
local,WrtConcern1,8,100,99.82862752,798.6290202,33179.82019,UPDATE,2981,2754,4698313,63,163
local,WrtConcern1,9,100,99.77052779,897.9347501,27071.98489,UPDATE,2979,2694,4513089,51,170
local,WrtConcern1,10,100,99.82530571,998.2530571,39693.3528,UPDATE,2945,2783,8244174,54,126
