configName,workload,threads,target,actualTput,actualTput Total,averageLatency,operation,numOperations,minLatency,maxLatency,percentile95Latency,percentile99Latency
local,WrtConcern1,10,200,199.75363718081033,1997.5363718081032,32316.141373534338,READ,5970.0,2499.0,5986910.0,57.0,129.0
local,WrtConcern1,10,200,199.75363718081033,1997.5363718081032,34897.08689883914,UPDATE,6030.0,2611.0,5801789.0,57.0,137.0
local,WrtConcern1,15,200,199.65393318248368,2994.808997737255,42536.4876676047,READ,6041.0,2416.0,5636496.0,70.0,172.0
local,WrtConcern1,15,200,199.65393318248368,2994.808997737255,42449.53096157073,UPDATE,5959.0,2621.0,5656541.0,69.0,182.0
local,WrtConcern1,1,10,9.990841728415619,9.990841728415619,17357.00338983051,READ,295.0,2903.0,415286.0,49.0,135.0
local,WrtConcern1,1,10,9.990841728415619,9.990841728415619,22599.616393442622,UPDATE,305.0,3299.0,677100.0,59.0,113.0
local,WrtConcern1,1,100,99.92339206608267,99.92339206608267,7805.808631649381,READ,2989.0,2394.0,1397122.0,24.0,56.0
local,WrtConcern1,1,100,99.92339206608267,99.92339206608267,8444.935569578212,UPDATE,3011.0,2518.0,2137478.0,25.0,61.0
local,WrtConcern1,1,200,148.93141708243354,148.93141708243354,6338.025224029207,READ,6026.0,2278.0,4442820.0,17.0,42.0
local,WrtConcern1,1,200,148.93141708243354,148.93141708243354,7042.693003013057,UPDATE,5974.0,2241.0,5730086.0,17.0,41.0
local,WrtConcern1,20,200,199.62736225712004,3992.5472451424007,49714.76866666666,READ,6000.0,2457.0,9418245.0,91.0,196.0
local,WrtConcern1,20,200,199.62736225712004,3992.5472451424007,56958.894,UPDATE,6000.0,2621.0,9420192.0,90.0,213.0
local,WrtConcern1,25,200,199.5543286659793,4988.8582166494825,57794.31774300932,READ,6008.0,2517.0,9083903.0,113.0,348.0
local,WrtConcern1,25,200,199.5543286659793,4988.8582166494825,72157.1214953271,UPDATE,5992.0,2706.0,9084129.0,119.0,406.0
local,WrtConcern1,2,150,144.60851262110964,289.2170252422193,11010.517758658725,READ,4533.0,2423.0,8272111.0,27.0,48.0
local,WrtConcern1,2,150,144.60851262110964,289.2170252422193,11552.248041190956,UPDATE,4467.0,2556.0,8273252.0,28.0,49.0
local,WrtConcern1,2,200,171.92962347412458,343.85924694824917,10264.225430597771,READ,5922.0,2083.0,10885235.0,25.0,52.0
local,WrtConcern1,2,200,171.92962347412458,343.85924694824917,10596.922671931556,UPDATE,6078.0,2193.0,10885912.0,26.0,51.0
local,WrtConcern1,2,250,219.8704230306939,439.7408460613878,8881.639318060736,READ,7508.0,2419.0,5092932.0,21.0,47.0
local,WrtConcern1,2,250,219.8704230306939,439.7408460613878,9264.298585157501,UPDATE,7492.0,2486.0,5093607.0,21.0,50.0
local,WrtConcern1,35,200,199.30575163181584,6975.701307113554,86614.81205793197,READ,5938.0,2395.0,9699658.0,169.0,413.0
local,WrtConcern1,35,200,199.30575163181584,6975.701307113554,94181.65803365226,UPDATE,6062.0,2596.0,9649734.0,171.0,420.0
local,WrtConcern1,50,200,199.03138061434353,9951.569030717177,103203.06510244547,READ,6052.0,2747.0,10419973.0,179.0,345.0
local,WrtConcern1,50,200,199.03138061434353,9951.569030717177,109961.31943510423,UPDATE,5948.0,2589.0,10408002.0,185.0,351.0
local,WrtConcern1,5,200,199.860097931448,999.30048965724,20974.67488899852,READ,6081.0,2384.0,9746744.0,39.0,95.0
local,WrtConcern1,5,200,199.860097931448,999.30048965724,22873.975502618687,UPDATE,5919.0,2675.0,9750311.0,40.0,88.0
local,WrtConcern1,60,200,198.86646117132346,11931.987670279408,121454.29158415842,READ,6060.0,2516.0,9368860.0,232.0,477.0
local,WrtConcern1,60,200,198.86646117132346,11931.987670279408,119857.6765993266,UPDATE,5940.0,2602.0,9349963.0,240.0,466.0
