configName,workload,threads,target,actualTput,actualTput Total,averageLatency,operation,numOperations,minLatency,maxLatency,percentile95Latency,percentile99Latency
,,,,,,,,,,,,
local,WrtConcern1,1,10,9.998533548,9.998533548,24075.4223,READ,3031,2434,2473058,55,226
local,WrtConcern1,1,20,19.99826682,19.99826682,16958.8059,READ,5930,2342,5139717,38,76
local,WrtConcern1,1,30,29.99890004,29.99890004,15773.66889,READ,9009,2319,6643364,33,71
local,WrtConcern1,1,40,39.99820008,39.99820008,13543.74576,READ,11965,2305,9125472,31,70
local,WrtConcern1,1,50,49.99875003,49.99875003,13431.26561,READ,14845,2292,8760586,30,58
local,WrtConcern1,1,60,59.99850004,59.99850004,12410.59381,READ,18048,2018,11133062,27,49
local,WrtConcern1,1,70,69.99848337,69.99848337,8244.578794,READ,20928,2321,8410551,25,46
local,WrtConcern1,1,80,79.99653348,79.99653348,9387.696281,READ,24065,2308,8857472,25,45
local,WrtConcern1,1,90,89.99910001,89.99910001,7834.955382,READ,26962,2312,8638354,25,41
local,WrtConcern1,2,50,49.85119419,99.70238837,17786.16181,READ,14950,2325,7337864,37,70
local,WrtConcern1,1,100,99.99800004,99.99800004,8235.123846,READ,30013,2274,14949721,23,37
local,WrtConcern1,2,75,74.99675014,149.9935003,11548.18056,READ,22486,2323,9046987,23,66
local,WrtConcern1,2,100,99.99800004,199.9960001,12890.77171,READ,30071,2325,9484597,27,57
local,WrtConcern1,3,100,99.9951669,299.9855007,17958.24699,READ,30013,2224,9771303,35,68
local,WrtConcern1,4,100,99.99283385,399.9713354,20325.77619,READ,30119,2355,9151637,37,91
local,WrtConcern1,5,90,89.99070096,449.9535048,21456.46097,READ,27106,2289,9918702,33,117
local,WrtConcern1,5,100,99.99133408,499.9566704,22082.83213,READ,29933,2358,9552853,38,105
local,WrtConcern1,6,100,99.990001,599.940006,25747.56217,READ,29941,2317,9911960,38,109
local,WrtConcern1,7,100,99.98117021,699.8681915,26580.83289,READ,30189,2310,10066919,39,129
local,WrtConcern1,8,100,99.98700169,799.8960135,28378.15351,READ,30155,2288,9530201,44,176
local,WrtConcern1,9,100,99.980004,899.820036,31243.27333,READ,30033,2271,10077940,47,133
local,WrtConcern1,10,100,99.9831695,999.831695,33099.13684,READ,29976,2239,10091877,47,174
local,WrtConcern1,1,10,9.998533548,9.998533548,21353.00438,UPDATE,2969,2594,2685045,56,167
local,WrtConcern1,1,20,19.99826682,19.99826682,19147.43839,UPDATE,6070,2474,5175843,41,87
local,WrtConcern1,1,30,29.99890004,29.99890004,15673.09943,UPDATE,8991,2459,6749764,34,67
local,WrtConcern1,1,40,39.99820008,39.99820008,13691.4393,UPDATE,12035,2423,8797672,31,61
local,WrtConcern1,1,50,49.99875003,49.99875003,11832.77823,UPDATE,15155,2431,8478324,30,56
local,WrtConcern1,1,60,59.99850004,59.99850004,10003.69524,UPDATE,17952,2121,9025803,27,51
local,WrtConcern1,1,70,69.99848337,69.99848337,10525.6316,UPDATE,21072,2448,9818825,25,47
local,WrtConcern1,1,80,79.99653348,79.99653348,9730.177773,UPDATE,23935,2436,7920561,25,45
local,WrtConcern1,1,90,89.99910001,89.99910001,10008.87384,UPDATE,27038,2432,9058044,25,44
local,WrtConcern1,2,50,49.85119419,99.70238837,20763.06365,UPDATE,15050,2424,6556593,39,81
local,WrtConcern1,1,100,99.99800004,99.99800004,7907.710508,UPDATE,29987,2427,6669411,24,38
local,WrtConcern1,2,75,74.99675014,149.9935003,12244.62268,UPDATE,22514,2400,9049384,23,68
local,WrtConcern1,2,100,99.99800004,199.9960001,12444.60213,UPDATE,29929,2446,9484709,27,62
local,WrtConcern1,3,100,99.9951669,299.9855007,18045.70364,UPDATE,29987,2411,9512695,36,71
local,WrtConcern1,4,100,99.99283385,399.9713354,21609.76437,UPDATE,29881,2536,9151808,38,90
local,WrtConcern1,5,90,89.99070096,449.9535048,17883.48617,UPDATE,26894,2474,9934591,31,116
local,WrtConcern1,5,100,99.99133408,499.9566704,23743.95833,UPDATE,30067,2459,9583386,39,104
local,WrtConcern1,6,100,99.990001,599.940006,23649.97345,UPDATE,30059,2449,9898537,38,108
local,WrtConcern1,7,100,99.98117021,699.8681915,25819.73902,UPDATE,29811,2445,10040723,41,129
local,WrtConcern1,8,100,99.98700169,799.8960135,29563.71804,UPDATE,29845,2420,9532631,45,179
local,WrtConcern1,9,100,99.980004,899.820036,31597.43034,UPDATE,29967,2403,10049838,47,134
local,WrtConcern1,10,100,99.9831695,999.831695,36495.19631,UPDATE,30024,2376,10087615,48,208
