configName,workload,threads,target,actualTput,actualTput Total,averageLatency,operation,numOperations,minLatency,maxLatency,percentile95Latency,percentile99Latency
local,WrtConcern1,1,10,9.984690142,9.984690142,16699.80268,READ,299,3004,755798,40,121
local,WrtConcern1,1,50,49.91514425,49.91514425,14993.00681,READ,1469,2444,3417083,31,75
local,WrtConcern1,1,100,95.49426239,95.49426239,7032.894418,READ,2974,2322,270045,21,53
local,WrtConcern1,2,100,99.94503023,199.8900605,14194.44345,READ,3015,2491,4512347,30,89
local,WrtConcern1,3,100,99.94003598,299.8201079,20435.89455,READ,3044,2472,4526914,42,114
local,WrtConcern1,4,100,99.91673605,399.6669442,19879.90861,READ,3020,2584,3053817,47,117
local,WrtConcern1,5,100,99.88014383,499.4007191,30783.85379,READ,2900,2470,8360893,64,138
local,WrtConcern1,6,100,99.88845789,599.3307473,26755.0889,READ,2981,2460,4786693,74,171
local,WrtConcern1,7,100,99.78878041,698.5214629,29155.94279,READ,2954,2491,4455876,64,139
local,WrtConcern1,8,100,99.82530571,798.6024457,31294.88084,READ,3063,2574,7461845,50,161
local,WrtConcern1,9,100,99.75062344,897.755611,32008.13393,READ,2994,2599,8659190,50,147
local,WrtConcern1,10,100,99.79873921,997.9873921,32100.91678,READ,2908,2521,4324178,56,193
local,WrtConcern1,12,100,99.76886879,1197.226425,39674.1885,READ,3077,2684,7629576,54,216
local,WrtConcern1,14,100,99.637982,1394.931748,38251.00232,READ,3011,2540,8416521,50,124
local,WrtConcern1,16,100,99.71415276,1595.426444,48502.18634,READ,2973,2576,4564204,69,278
local,WrtConcern1,18,100,99.45136,1790.12448,37927.83654,READ,2961,2594,7560654,73,188
local,WrtConcern1,20,100,99.6181305,1992.36261,49452.60168,READ,2985,2592,4158444,82,275
local,WrtConcern1,1,10,9.984690142,9.984690142,21672.02326,UPDATE,301,3313,1146144,64,135
local,WrtConcern1,1,50,49.91514425,49.91514425,12241.75833,UPDATE,1531,2556,469052,31,74
local,WrtConcern1,1,100,95.49426239,95.49426239,10293.2419,UPDATE,3026,2452,7893533,24,62
local,WrtConcern1,2,100,99.94503023,199.8900605,13333.05226,UPDATE,2985,2710,2919909,29,88
local,WrtConcern1,3,100,99.94003598,299.8201079,22779.93336,UPDATE,2956,2655,4537451,50,119
local,WrtConcern1,4,100,99.91673605,399.6669442,27369.4151,UPDATE,2980,2489,5026534,52,127
local,WrtConcern1,5,100,99.88014383,499.4007191,21948.23258,UPDATE,3100,2658,8359483,62,117
local,WrtConcern1,6,100,99.88845789,599.3307473,36089.31169,UPDATE,3019,2581,4786142,78,163
local,WrtConcern1,7,100,99.78878041,698.5214629,31231.09258,UPDATE,3046,2636,4458675,76,198
local,WrtConcern1,8,100,99.82530571,798.6024457,33572.21314,UPDATE,2937,2648,7465447,59,168
local,WrtConcern1,9,100,99.75062344,897.755611,34454.35729,UPDATE,3006,2612,8552054,51,133
local,WrtConcern1,10,100,99.79873921,997.9873921,38537.47833,UPDATE,3092,2626,4339697,61,253
local,WrtConcern1,12,100,99.76886879,1197.226425,36488.15806,UPDATE,2923,2787,7623422,58,218
local,WrtConcern1,14,100,99.637982,1394.931748,44708.25795,UPDATE,2989,2702,8453636,53,132
local,WrtConcern1,16,100,99.71415276,1595.426444,42872.66006,UPDATE,3027,2702,4609813,72,276
local,WrtConcern1,18,100,99.45136,1790.12448,59000.15202,UPDATE,3039,2838,7547441,81,255
local,WrtConcern1,20,100,99.6181305,1992.36261,60691.29851,UPDATE,3015,2701,4227887,86,297
