configName,workload,threads,target,actualTput,actualTput Total,averageLatency,operation,numOperations,minLatency,maxLatency,percentile95Latency,percentile99Latency
devmain,WrtConcern1,105,24,23.34251904684714,2450.96449991895,1857129.363253857,READ,713.0,31815.0,6812448.0,0,0
devmain,WrtConcern1,105,24,23.34251904684714,2450.96449991895,1870013.9972489683,UPDATE,727.0,29635.0,6704548.0,0.0,0.0
devmain,WrtConcern1,10,5,4.864996351252737,48.649963512527364,88375.39622641509,READ,159.0,24681.0,696227.0,451.0,621.0
devmain,WrtConcern1,10,5,4.864996351252737,48.649963512527364,100792.83687943262,UPDATE,141.0,24118.0,1098654.0,434.0,0.0
devmain,WrtConcern1,110,5,4.503287399801855,495.36161397820405,1552049.9487179487,READ,156.0,72604.0,3969858.0,434.0,0.0
devmain,WrtConcern1,110,5,4.503287399801855,495.36161397820405,1360088.3402777778,UPDATE,144.0,35013.0,4016458.0,0.0,0.0
devmain,WrtConcern1,125,24,22.65504546741764,2831.880683427205,1812905.0836820083,READ,717.0,25365.0,5567069.0,0.0,0.0
devmain,WrtConcern1,125,24,22.65504546741764,2831.880683427205,1829574.0774550484,UPDATE,723.0,29708.0,5673957.0,0.0,0.0
devmain,WrtConcern1,130,5,3.8278000357261335,497.61400464439737,1909830.4924242424,READ,132.0,60371.0,4094721.0,0.0,0.0
devmain,WrtConcern1,130,5,3.8278000357261335,497.61400464439737,1938643.0238095238,UPDATE,168.0,91427.0,4153445.0,0.0,0.0
devmain,WrtConcern1,146,24,22.892753807510093,3342.3420558964735,1244466.772027972,READ,715.0,24414.0,4572733.0,0.0,0.0
devmain,WrtConcern1,146,24,22.892753807510093,3342.3420558964735,1237863.8744827586,UPDATE,725.0,24743.0,4460383.0,0.0,0.0
devmain,WrtConcern1,160,5,4.538852578068265,726.2164124909224,1511066.0470588235,READ,170.0,47232.0,5250058.0,0.0,0.0
devmain,WrtConcern1,160,5,4.538852578068265,726.2164124909224,1757208.4692307692,UPDATE,130.0,27027.0,5159300.0,0.0,0.0
devmain,WrtConcern1,180,5,4.0542184142600375,729.7593145668068,1729772.7006802722,READ,147.0,29807.0,5284133.0,0.0,0.0
devmain,WrtConcern1,180,5,4.0542184142600375,729.7593145668068,1751377.5620915033,UPDATE,153.0,37120.0,6443711.0,0.0,0.0
devmain,WrtConcern1,1,1,0.9895111814763506,0.9895111814763506,140009.32142857142,READ,28.0,27021.0,1215380.0,750.0,0.0
devmain,WrtConcern1,1,1,0.9895111814763506,0.9895111814763506,116344.1875,UPDATE,32.0,25823.0,800491.0,468.0,800.0
devmain,WrtConcern1,200,5,3.674264228588225,734.8528457176451,2629434.9594594594,READ,148.0,37034.0,7587541.0,468.0,800.0
devmain,WrtConcern1,200,5,3.674264228588225,734.8528457176451,2728260.3289473685,UPDATE,152.0,33984.0,7068184.0,0.0,0.0
devmain,WrtConcern1,209,24,23.42987308818744,4896.843475431175,3105842.58908046,READ,696.0,27177.0,7991492.0,0.0,0.0
devmain,WrtConcern1,209,24,23.42987308818744,4896.843475431175,3131703.2217741935,UPDATE,744.0,26281.0,8080835.0,0.0,0.0
devmain,WrtConcern1,230,24,21.085925144965735,4849.762783342119,3046120.5710344827,READ,725.0,24327.0,7813887.0,0.0,0.0
devmain,WrtConcern1,230,24,21.085925144965735,4849.762783342119,3018655.5916083916,UPDATE,715.0,27478.0,7763700.0,0.0,0.0
devmain,WrtConcern1,24,5,4.768035092738282,114.43284222571877,267427.65432098764,READ,162.0,27112.0,700683.0,544.0,628.0
devmain,WrtConcern1,24,5,4.768035092738282,114.43284222571877,237254.78985507245,UPDATE,138.0,26841.0,764172.0,665.0,763.0
devmain,WrtConcern1,250,24,22.27895103272221,5569.737758180552,3395369.9663978494,READ,744.0,28325.0,7745607.0,665.0,763.0
devmain,WrtConcern1,250,24,22.27895103272221,5569.737758180552,3388391.4798850575,UPDATE,696.0,32180.0,7767738.0,0.0,0.0
devmain,WrtConcern1,26,5,4.748262927145819,123.4548361057913,151773.77852348992,READ,149.0,27436.0,1250323.0,585.0,0.0
devmain,WrtConcern1,26,5,4.748262927145819,123.4548361057913,147320.76158940396,UPDATE,151.0,27612.0,1362206.0,609.0,0.0
devmain,WrtConcern1,28,5,4.766974401347465,133.475283237729,181719.79562043794,READ,137.0,26663.0,1135866.0,716.0,0.0
devmain,WrtConcern1,28,5,4.766974401347465,133.475283237729,171385.98773006134,UPDATE,163.0,26728.0,1268954.0,676.0,0.0
devmain,WrtConcern1,30,5,4.846056925015346,145.38170775046038,226988.875,READ,152.0,24330.0,2242267.0,676.0,0.0
devmain,WrtConcern1,30,5,4.846056925015346,145.38170775046038,216510.2027027027,UPDATE,148.0,18379.0,2274030.0,0.0,0.0
devmain,WrtConcern1,334,24,20.276549607141853,6772.367568785378,4913299.55758427,READ,712.0,27124.0,12933512.0,0.0,0.0
devmain,WrtConcern1,334,24,20.276549607141853,6772.367568785378,5256047.241758241,UPDATE,728.0,27168.0,12956752.0,0.0,0.0
devmain,WrtConcern1,417,24,20.409320256250354,8510.686546856397,5449345.891428571,READ,700.0,25583.0,12706918.0,0.0,0.0
devmain,WrtConcern1,417,24,20.409320256250354,8510.686546856397,5495907.756756756,UPDATE,740.0,32917.0,12834807.0,0.0,0.0
devmain,WrtConcern1,4,3,2.9523200314914138,11.809280125965655,67731.67073170732,READ,82.0,24921.0,854914.0,134.0,854.0
devmain,WrtConcern1,4,3,2.9523200314914138,11.809280125965655,54271.43877551021,UPDATE,98.0,25735.0,536720.0,186.0,536.0
devmain,WrtConcern1,4,5,4.9603174603174605,19.841269841269842,100480.48507462686,READ,134.0,24423.0,1667357.0,336.0,536.0
devmain,WrtConcern1,4,5,4.9603174603174605,19.841269841269842,85811.46987951807,UPDATE,166.0,24855.0,1612125.0,263.0,0.0
devmain,WrtConcern1,6,5,4.926593753079121,29.559562518474728,94646.73469387754,READ,147.0,24166.0,1350969.0,489.0,861.0
