configName,workload,threads,target,actualTput,actualTput Total,averageLatency,operation,numOperations,minLatency,maxLatency,percentile95Latency,percentile99Latency
local,WA,32,5,4.848837491,155.1627997,22706.64835,READ,273,3521,312750,77,144
local,WA,32,20,19.738303,631.625696,66905.77092,READ,1183,2921,3320037,97,298
local,WA,32,28,27.74268658,887.7659706,145388.2247,READ,1669,3118,8880063,110,281
local,WA,32,40,39.74102101,1271.712672,74888.73854,READ,2421,2621,4032769,136,278
local,WA,32,80,76.81167537,2457.973612,86782.93365,READ,4868,2551,5343857,107,252
local,WA,32,320,110.2820809,3529.026588,310647.3881,READ,18960,2884,156805079,131,909
local,WA,32,120,119.71468,3830.86976,72703.90674,READ,7141,2401,5814674,136,733
local,WA,32,160,159.7204891,5111.055653,74148.73377,READ,9736,2529,7291102,119,286
local,WA,32,200,199.7120817,6390.786616,73109.35572,READ,12060,2537,8091521,115,306
local,WA,32,240,239.6744422,7669.582151,77969.94922,READ,14414,2624,7477839,126,291
local,WA,32,440,332.4078796,10637.05215,95000.17942,READ,26390,2428,10334187,122,296
local,WA,32,480,346.8020158,11097.66451,89395.46288,READ,28677,4220,8517022,114,242
local,WA,32,360,348.9809272,11167.38967,89315.50363,READ,21754,2789,9856495,112,284
local,WA,32,400,350.2908144,11209.30606,94733.9396,READ,24156,5955,10530442,114,200
local,WA,32,5,4.848837491,155.1627997,24715.96024,UPDATE,327,3375,391755,79,252
local,WA,32,20,19.738303,631.625696,52143.22186,UPDATE,1217,2889,3358261,72,0
local,WA,32,28,27.74268658,887.7659706,126702.7528,UPDATE,1691,3013,8883853,107,0
local,WA,32,40,39.74102101,1271.712672,70914.00673,UPDATE,2379,2674,4118321,128,0
local,WA,32,80,76.81167537,2457.973612,79344.69505,UPDATE,4732,2904,5315516,106,654
local,WA,32,320,110.2820809,3529.026588,231421.2773,UPDATE,19440,2573,156809388,132,835
local,WA,32,120,119.71468,3830.86976,80450.71773,UPDATE,7259,2614,5811841,141,753
local,WA,32,160,159.7204891,5111.055653,70431.40279,UPDATE,9464,2622,7320297,114,298
local,WA,32,200,199.7120817,6390.786616,68387.02236,UPDATE,11940,2552,8091150,116,270
local,WA,32,240,239.6744422,7669.582151,73805.78361,UPDATE,14386,2773,7493459,128,281
local,WA,32,440,332.4078796,10637.05215,97018.22109,UPDATE,26410,2613,10364515,121,285
local,WA,32,480,346.8020158,11097.66451,94646.88528,UPDATE,28923,4594,8524574,115,242
local,WA,32,360,348.9809272,11167.38967,88899.09564,UPDATE,21446,6061,9844572,112,278
local,WA,32,400,350.2908144,11209.30606,85051.71024,UPDATE,23844,2679,10403066,112,181
